Randomized_String,Matched_Original_String,Score
aeural aetworks aad HOS for Power Quality Evaluatioa.,,0.0
Evolutioncry Cpprocchet for CNNt Detign.,,0.0
Swarm Insalliganca Approach for Ad-Hoc Nasworks.,,0.0
Rcnking Functiont.,,0.0
Mulsi-Objacsiva Avolusionary Algorishms.,,0.0
Entemble of TVM Clcttifiert for Tpcm Filtering.,,0.0
Clusteriag Algorithi for Arbitrary Data Sets.,,0.0
Particle Swari Optiiizatioa aad Iiage Aaalysis.,,0.0
Coiputatioaal Iethods ia Bioiedical Iiagiag.,,0.0
aoaliaear Techaiques for Sigaals Characterizatioa.,,0.0
Crtificicl Neurcl Networkt cnd Cognitive C Modelling.,,0.0
Coatiauous ACO ia a SVR Traffic Forecastiag Iodel.,,0.0
Genetic Clgorithmt for Wirelett Tentor Networkt.,,0.0
Cdcptive Technology cnd Itt Cpplicctiont.,,0.0
Onsologias for Aducasion and Laarning Dasign.,,0.0
Dependency Pcrting.,,0.0
Combining Classifiars and Laarning Mixsura-of-Axparss.,,0.0
Faasura Salacsion.,,0.0
Statistical Siiulatioas oa Perceptroa-Based Adders.,,0.0
The Deipster-Shafer Theory.,,0.0
Iobile Robots aavigatioa Iappiag aad Localizatioa Part II.,,0.0
Ansambla of ANN for Sraffic Sign Racognision.,,0.0
Ttctitticcl Modelling of Highly Inflective Lcngucget.,,0.0
AC Sachniquas in sha Ssrucsural Concrasa Fiald.,,0.0
IA Algorishm Accalarasion Using GPUs.,,0.0
Planning Agans for Gariasric Rasidancas.,,0.0
Knowladga Managamans Sools and Shair Dasirabla Characsarissics.,,0.0
C Longitudincl Cnclytit of Lcbour Mcrket Dctc with TOM.,,0.0
Crtificicl NeuroGlicl Networkt.,,0.0
Funcsional Dimansion Raducsion for Chamomasrics.,,0.0
Hiararchical Nauro-Fuzzy Syssams Pars I.,,0.0
Bahaviour-Basad Clussaring of Naural Nasworks.,,0.0
Ausomasic Classificasion of Impacs-Acho Spacsra II.,,0.0
Iulti-Objective Traiaiag of aeural aetworks.,,0.0
Analysics for Noisy Unssrucsurad Saxs Dasa I.,,0.0
Thortening Cutomcted Negotiction Threcdt vic Neurcl Nett.,,0.0
CI cnd Idect by Ttctitticcl Mechcnict.,,0.0
Adaptive aeural Algorithis for PCA aad ICA.,,0.0
Lecrning in Feed-Forwcrd Crtificicl Neurcl Networkt II.,,0.0
Web-Based Assessieat Systei Applyiag Iaay-Valued Logic.,,0.0
Swarm Robosics.,,0.0
Oatologies aad Processiag Patteras for Iicroarrays.,,0.0
aavigatioa by Iiage-Based Visual Hoiiag.,,0.0
Thermcl Detign of Gct-Fired Cooktop Burnert Through CNN.,,0.0
aatural Laaguage Uaderstaadiag aad Assessieat.,,0.0
Eaergy Iiaiiiziag Active Iodels ia Artificial Visioa.,,0.0
Robott in Educction.,,0.0
CVI of Turfcce Flcwt on Mcnufccturet II.,,0.0
Coaditioaal Hazard Estiiatiag aeural aetworks.,,0.0
A Coiparative Study oa E-aote-Takiag.,,0.0
Ncturcl Lcngucge Procetting cnd Biologiccl Methodt.,,0.0
Differeatial Evolutioa with Self-Adaptatioa.,,0.0
Rula Anginas and Agans-Basad Syssams.,,0.0
Cutomcted Cryptcnclytit.,,0.0
Fuzzy Dacision Sraas.,,0.0
Ditcovering Mcppingt Between Ontologiet.,,0.0
Complex-Vclued Neurcl Networkt.,,0.0
Desigaiag Uasupervised Hierarchical Fuzzy Logic Systeis.,,0.0
A Comparison of Cooling Schadulas for Simulasad Annaaling.,,0.0
Fuzzy Rule Iaterpolatioa.,,0.0
Crtificicl Intelligence for Informction Retrievcl.,,0.0
Dasa Warahousing Davalopmans and Dasign Mashodologias.,,0.0
Bliad Source Separatioa by ICA.,,0.0
Sigaed Foriulae as a aew Update Process.,,0.0
Teachiag Iachiaes to Fiad aaies.,,0.0
Ttctioncry Dentity of Ttochcttic Tecrch Procettet.,,0.0
High Level Detign Cpprocch for FPGC Implementction of CNNt.,,0.0
Iodularity ia Artificial aeural aetworks.,,0.0
CNN-Bcted Defectt' Dicgnotit of Induttricl C Opticcl Devicet.,,0.0
Lecrning in Feed-Forwcrd Crtificicl Neurcl Networkt I.,,0.0
Fuzzy Logic Ettimctor for Vcricnt TNR Environmentt.,,0.0
AVI of Surface Flaws oa Iaaufactures I.,,0.0
CaS Tuior Predictioa Usiag Geae Expressioa Data Part I.,,0.0
Ssraam Procassing of a Naural Classifiar II.,,0.0
Artificial Iatelligeace aad Rubble-Iouad Breakwater Stability.,,0.0
Functioncl Networkt.,,0.0
2D-PAGA Analysis Using Avolusionary Compusasion.,,0.0
Avolusionary Compusing Approach for Ad-Hoc Nasworks.,,0.0
Growing Telf-Orgcnizing Mcpt for Dctc Cnclytit.,,0.0
Hiararchical Rainforcamans Laarning.,,0.0
Eacyclopedia of Artificial Iatelligeace (3 Voluies),,0.0
Oatology Aligaieat Overview.,,0.0
Artificial Iatelligeace aad Educatioa.,,0.0
Fuzzy Tyttemt Modeling.,,0.0
Distributed Coastraiat Reasoaiag.,,0.0
Ausomasic Classificasion of Impacs-Acho Spacsra I.,,0.0
Support Vector Iachiaes.,,0.0
Differeat Approaches for Cooperatioa with Ietaheuristics.,,0.0
Decisioa Iakiag ia Iatelligeat Ageats.,,0.0
Non-Cooperctive Fccicl Biometric Identificction Tyttemt.,,0.0
Intelligent Clcttifier for Ctricl Fibrillction (ECG).,,0.0
Tymbol Grounding Problem.,,0.0
Evolutioaary Robotics.,,0.0
aeural aetworks aad Equilibria Syachroaizatioa aad Tiie Lags.,,0.0
Compusar Vision for Wava Fluma Axparimanss.,,0.0
Biointpired Cttocictive Memoriet.,,0.0
Naural Nasworks on Handwrissan Signasura Varificasion.,,0.0
Multi-Lcyered Temcntic Dctc Modelt.,,0.0
A Study of the Perforiaace Effect of Geaetic Operators.,,0.0
Full-Saxs Saarch Anginas for Dasabasas.,,0.0
Iaay-Objective Evolutioaary Optiiisatioa.,,0.0
Angiographic Imagas Sagmansasion Sachniquas.,,0.0
Bcyeticn Neurcl Networkt for Imcge Rettorction.,,0.0
Insuisionissic Fuzzy Imaga Procassing.,,0.0
Insalligans Radar Dasacsors.,,0.0
Avolving Graphs for ANN Davalopmans and Simplificasion.,,0.0
Computer Morphogenetit in Telf-Orgcnizing Ttructuret.,,0.0
Ausomasad Crypsanalysis of Classical Ciphars.,,0.0
Fccicl Exprettion Recognition for HCI Cpplicctiont.,,0.0
E-Learaiag ia aew Techaologies.,,0.0
Associatioa Rule Iiaiag.,,0.0
"""aarrative"" Iaforiatioa Probleis.",,0.0
"""Narrasiva"" Informasion and sha NKRL Solusion.",,0.0
A Survey oa aeural aetworks ia Autoiated aegotiatioas.,,0.0
C 2D Potitioning Cpplicction in PET Uting CNNt.,,0.0
Iadepeadeat Subspaces.,,0.0
Ttochcttic Cpproximction Monte Ccrlo for MLP Lecrning.,,0.0
Evolutioaary Graiiatical Iafereace.,,0.0
Tpeech-Bcted Cliniccl Dicgnottic Tyttemt.,,0.0
Conttrcint Procetting.,,0.0
Tequence Procetting with Recurrent Neurcl Networkt.,,0.0
Evolutioaary Algorithis ia Discredibility Detectioa.,,0.0
Persoaalized Decisioa Support Systeis.,,0.0
Iatelligeat IAS ia Systei Eagiaeeriag aad Robotics.,,0.0
Rough Set-Based aeuro-Fuzzy Systei.,,0.0
Fuzzy Control Tyttemt.,,0.0
Commontente Knowledge Repretentction I.,,0.0
Mulsilayar Opsimizasion Approach for Fuzzy Syssams.,,0.0
Advancad Callular Naural Nasworks Imaga A Procassing.,,0.0
Naural Naswork-Basad Visual Dasa Mining for Cancar Dasa.,,0.0
Bio-Iaspired Dyaaiical Tools for Aaalyziag Cogaitioa.,,0.0
Dittributed Repretentction of Compotitioncl Ttructure.,,0.0
Evolutioncry Cpprocchet to Vcricble Telection.,,0.0
Robust Learaiag Algorithi with LTS Error Fuactioa.,,0.0
C Rocdmcp on Updctet.,,0.0
Componans Analysis in Arsificial Vision.,,0.0
Insalligans Sofswara Aganss wish Applicasions in Focus.,,0.0
Knowledge-Bcted Tyttemt.,,0.0
Naural Consrol Syssam for Ausonomous Vahiclas.,,0.0
Ageat-Based Iatelligeat Systei Iodeliag.,,0.0
Syibolic Search.,,0.0
Ontology Clignment Techniquet.,,0.0
A Naw Salf-Organizing Map for Dissimilarisy Dasa.,,0.0
Coafiguratioa.,,0.0
Syathetic aeuroa Iipleieatatioas.,,0.0
Dctc Mining Fundcmentcl Conceptt cnd Criticcl Ittuet.,,0.0
Gana Ragulasion Naswork Usa for Informasion Procassing.,,0.0
Fuzzy Cpproximction of DET Ttcte.,,0.0
AI Mashods for Analyzing Microarray Dasa.,,0.0
Adaptive Busiaess Iatelligeace.,,0.0
Prososypa Basad Classificasion in Bioinformasics.,,0.0
Mapping Onsologias by Usilising Shair Samansic Ssrucsura.,,0.0
Insalligans Sraffic Sign Classifiars.,,0.0
Laarning-Basad Planning.,,0.0
Developieatal Robotics.,,0.0
A Hybrid Syssam for Ausomasic Infans Cry Racognision I.,,0.0
Laarning Nash Aquilibria in Non-Cooparasiva Gamas.,,0.0
A Robot Iodel of Dyaaiic Appraisal aad Respoase.,,0.0
Adaptive Algorithis for Iatelligeat Geoietric A Coiputiag.,,0.0
Optimizction of the Ccouttic Tyttemt.,,0.0
RBF Nasworks for Powar Syssam Sopology Varificasion.,,0.0
Aaa Applicatioa ia the Field of Structural Coacrete.,,0.0
Represeatiag aoa-Rigid Objects with aeural aetworks.,,0.0
Workflow Iaaageieat Based oa Iobile Ageat Techaology.,,0.0
Amulasing Subjacsiva Crisaria in Corpus Validasion.,,0.0
Insalligans Sofswara Aganss Analysis in A-Commarca I.,,0.0
Bio-Iaspired Algorithis ia Bioiaforiatics II.,,0.0
Iicroarray Iaforiatioa aad Data Iategratioa Usiag SAIIDI.,,0.0
NLP Sachniquas in Insalligans Susoring Syssams.,,0.0
IREI Discrete Recurreat aetwork for Optiiizatioa.,,0.0
Crtificicl Intelligence in Computer-Cided C Dicgnotit.,,0.0
Solar Radiatioa Forecastiag Iodel.,,0.0
CaS Tuior Predictioa Usiag Geae Expressioa Data Part II.,,0.0
Hybrid Metc-Heurittict Bcted Tyttem for Dyncmic Tcheduling.,,0.0
Ditk-Bcted Tecrch.,,0.0
Ssasa of sha Ars in Wrisar's Off-Lina Idansificasion.,,0.0
Rcndomized Hough Trcntform.,,0.0
Clutter Cnclytit of Gene Exprettion Dctc.,,0.0
Avolvad Synshasis of Digisal Circuiss.,,0.0
Fuzzy Graphs and Fuzzy Hypargraphs.,,0.0
Privacy-Prasarving Assimasion.,,0.0
Naural Naswork-Basad Procass Analysis in Spors.,,0.0
Coiioasease Kaowledge Represeatatioa II.,,0.0
Cn CI Wclk from Phcrmccokinetict to C Mcrketing.,,0.0
Geaetic Fuzzy Systeis Applied to Ports aad Coasts Eagiaeeriag.,,0.0
Managing Uncarsainsias in Insaracsiva Syssams.,,0.0
Iatheiatical Iodeliag of Artificial aeural aetworks.,,0.0
aeural/Fuzzy Coiputiag Based oa Lattice Theory.,,0.0
GTI User Iodeliag for aIGA Weight Tuaiag ia TTS Syathesis.,,0.0
Routiag ia Seasor aetworks.,,0.0
Vituclly Induced Motion Ticknett: Ccutet Chcrccterittict cnd Countermecturet.,,0.0
Real-Tiie Scheduliag aad Resource Iaaageieat.,,0.0
Virtucl Environment Utcge Protocolt.,,0.0
Eaterprise Security Iaaageieat Prograi.,,0.0
Accessible aad Usable Desiga of Iaforiatioa aad Coiiuaicatioa Techaologies.,,0.0
Applicasions of Virsual Anvironmanss: An Ovarviaw.,,0.0
Power-Cwcre Ccche Mcncgement in Mobile Environmentt.,,0.0
Power Awareaess aad Iaaageieat Techaiques.,,0.0
Haadbook oa Graph Drawiag aad Visualizatioa.,,0.0
Virsual Anvironmanss Ssandards and Sarminology.,,0.0
Oaliae Job Scheduliag Algorithis uader Eaergy Coastraiats.,,0.0
Offliae Deteriiaistic Scheduliag Stochastic Scheduliag aad Oaliae Deteriiaistic Scheduliag.,,0.0
Opea Source versus Closed Source.,,0.0
Salfish Rousing on sha Insarnas.,,0.0
A Tale of Two (Types Of) Ieiberships.,,0.0
Issuas in Scalabla Clussarad Naswork Archisacsura for Mobila Ad Hoc Nasworks.,,0.0
People Procettet cnd Technology.,,0.0
ISO/OSI aad TCP/IP aetwork Iodel Characteristics.,,0.0
Cuttiags.,,0.0
A Scheie for aoiadic Hosts Locatioa Iaaageieat Usiag DaS.,,0.0
Energy Minimizction for Multiprocettor Tyttemt Executing Recl-Time Tctkt.,,0.0
Eaergy-Efficieat Iediui Access Coatrol.,,0.0
Ganaralizad Assignmans Problam.,,0.0
Parallel Scheduliag for Early Coipletioa.,,0.0
The Ethical aad Legal Coaceras of Spyware.,,0.0
Ssrucsurad Davalopmans of Virsual Anvironmanss.,,0.0
Tuccinct Repretentction of Dctc Ttructuret.,,0.0
Policy Developieat.,,0.0
The Well-Separated Pair Decoipositioa aad Its Applicatioas.,,0.0
Cloted-Circuit Televition cnd Video Turveillcnce.,,0.0
Ditcrete Optimizction.,,0.0
Compusasional Gaomasry.,,0.0
Direct Effectt of Virtucl Environmentt on Utert.,,0.0
Efficieat Parallel Graph Algorithis for Iulticore aad Iultiprocessors.,,0.0
Ulsralow-Powar Implansabla Alacsronics.,,0.0
Businass Consinuisy Planning.,,0.0
Oa Siiulatioa of Siiuliak&reg; Iodels for Iodel-Based Desiga.,,0.0
Optiiizatioa Techaiques for Circuit Desiga Applicatioas.,,0.0
Tmcrt Ccrdt.,,0.0
Cpproximction Clgorithmt cnd Clgorithm Mechcnitm Detign.,,0.0
Basic Mashodologias and Applicasions.,,0.0
Larga-Scala Global Placamans.,,0.0
Mash-Basad Parallal Algorishms for Ulsra Fass Compusar Vision.,,0.0
Ieasuriag the Iateraet.,,0.0
Iipleieatiag Kerberos ia Distributed Systeis.,,0.0
Retource Cllocction cnd Ccll Cdmittion Control in Mobile Wirelett Networkt.,,0.0
Hcth Clgorithmt.,,0.0
Integer Crithmetic.,,0.0
Ethics aad the Iateraet.,,0.0
Hcndbook of Recl-Time cnd Embedded Tyttemt.,,0.0
Graphs.,Edge partition of planar sraphs into two outerplanar graphs.,6.6716695
Basic Eleieats of Iatheiatical Iodeliag.,,0.0
Perspectives oa Accessibility.,,0.0
Force-Directed Drcwing Clgorithmt.,,0.0
Micropaymans Syssams.,,0.0
GraanGPS-Assissad Vahicular Navigasion.,,0.0
Routiag Real-Tiie Iessages oa aetworks.,,0.0
Getture Recognition.,,0.0
Concurrent Dctc Ttructuret.,,0.0
Finite Ttcte Cutomctc in Compilert.,,0.0
Scalability of Parallel Prograis.,,0.0
aew Eiergiag Iaforiatioa Security Techaologies aad Solutioas.,,0.0
Parformanca Guaransaas for Ona-Dimansional Bin Packing.,,0.0
It It Cll cbout Control.,,0.0
Embedded Toftwcre-Bcted Telf-Tetting for ToC Detign.,,0.0
Recl-Time Tynchronizction Protocolt.,,0.0
QoS Eahaaceieats of the Distributed IEEE 802.11 Iediui Access Coatrol Protocol.,,0.0
Iultiiodal Iateractioa Iodeliag.,,0.0
Chaage That Attitude.,,0.0
Parallal Algorishms for Maximal Indapandans Sas and Maximal Masching.,,0.0
Daap Packas Inspacsion Sachnologias.,,0.0
Difference Equctiont ct Ditcrete Dyncmiccl Tyttemt.,,0.0
A Cooparasiva Parallal Masahaurissic Appliad so sha Graph Coloring Problam.,,0.0
Middlewcre Tupport for Cutonomout Cellphonet.,,0.0
Wireless Seasor aetwork Protocols.,,0.0
The Open Grcph Drcwing Frcmework (OGDF).,,0.0
Approxiiatioa Algorithis for Soie Optiial 2D aad 3D Triaagulatioas.,,0.0
Internet-Bcted Gcmet.,,0.0
Digisal Wasarmarking.,,0.0
Wirelett Tentor Networkt.,,0.0
Wirelett Communicction cnd Mobile Computing.,,0.0
Greedy Algorithis for Ietric Facility Locatioa Probleis.,,0.0
Plccement.,,0.0
Rip-Up aad Reroute.,,0.0
Multiple Cccett Protocolt cnd Tcheduling Clgorithmt for Multiple Chcnnel Wirelett Networkt.,,0.0
Mulsidimansional Packing Problams.,,0.0
Mcncgement of Detign for Cll.,,0.0
Timing-Driven Interconnect Tynthetit.,,0.0
FPGA Techaology Iappiag Placeieat aad Routiag.,,0.0
Drcwing Grcpht.,,0.0
ITCM Joining Context-Cwcrenett cnd Mobility to Building Pervctive Cpplicctiont.,,0.0
Huiaa Iiplicatioas of Techaology.,,0.0
Iatroductioa to Public-Key Cryptography.,,0.0
The Huiaa Side of Iaforiatioa Security.,,0.0
Background on Curvas and Jacobians.,,0.0
Dyncmic cnd Frcctioncl Progrcmming-Bcted Cpproximction Clgorithmt for Tequence Clignment with Conttrcintt.,,0.0
Algabraic Raalizasions of DL Syssams.,,0.0
Tools for Iaclusive Desiga.,,0.0
The Hcndbook of Mobile Middlewcre.,,0.0
Cbttrcct Intercction Objectt in Uter Interfcce Progrcmming Lcngucget.,,0.0
Tettion Mcintencnce.,,0.0
Complex Multiplicction.,,0.0
Computctioncl Biology.,,0.0
Impracisa Compusasion Modal.,,0.0
Underttcnding TTL.,,0.0
Sacurisy Considarasions in Dissribusad Compusing.,,0.0
Backgrouad oa p-adic auibers.,,0.0
Virsual Anvironmans-Assissad Salaoparasion.,,0.0
Cache Iaaageieat ia Wireless aad Iobile Coiputiag Eaviroaieats.,,0.0
Ssabilisy of Approximasion.,,0.0
Bassary Powar Managamans in Porsabla Davicas.,,0.0
Speed Scaliag.,,0.0
Scheduliag Equal Processiag Tiie Jobs.,,0.0
Iategrated Profiliag of Users Teriiaals aad Provisioaiag Eaviroaieats.,,0.0
Parvasiva Applicasion Davalopmans.,,0.0
Building cn Effective cnd Winning.,,0.0
Analysic Mobilisy Modals of PCS Nasworks.,,0.0
Recl-Time Dctc Dittribution.,,0.0
Locatioa Privacy.,,0.0
Mobila Middlawara for Rascua and Amargancy Scanarios.,,0.0
Compusing FacilisyPhysical Sacurisy.,,0.0
Considarasions for Oussourcing Sacurisy.,,0.0
Informction Tecurity.,,0.0
Self-Policiag Iobile Ad Hoc aetworks.,,0.0
Rafaranca Middlawara Archisacsura for Raal-Sima and Ambaddad Syssams.,,0.0
Parallal Callular Algorishms and Programs.,,0.0
Combinasorial and Algorishmic Issuas for Microarray Analysis.,,0.0
Fiald-Basad Mosion Coordinasion in Parvasiva Compusing Scanarios.,,0.0
The Dyaaiics of the Coiputatioaal Iodeliag of Aaalogy-Iakiag.,,0.0
Fcir Tcheduling of Recl-Time Tctkt on Multiprocettort.,,0.0
Algorishms and Analysis of Anargy-Afficians Schaduling of Parallal Sasks.,,0.0
Pcrcllel Clgorithmt for Volumetric Turfcce Conttruction.,,0.0
Distributed Approxiiatioa Algorithis via LP-Duality aad Raadoiizatioa.,,0.0
Software Support for Applicatioa Developieat ia Wireless Seasor aetworks.,,0.0
Dilasion and Dasours in Gaomasric Nasworks.,,0.0
Detign cnd Progrcmming of Embedded Multiprocettort.,,0.0
Iaforiatioa Security Goveraaace.,,0.0
Bctic Clgorithmic Techniquet.,,0.0
Handbook of Anargy-Awara and Graan Compusing - Swo Voluma Sas.,,0.0
Ansarprisa Assuranca.,,0.0
Power Grid Desiga.,,0.0
Motor Impcirmentt cnd Univertcl Cccett.,,0.0
Seasitivity Aaalysis ia Coibiaatorial Optiiizatioa.,,0.0
Proximisy Drawings.,,0.0
VoIP Security Issues.,,0.0
Cn Overview of Intrution Detection Techniquet.,,0.0
Internet Computing Tupport for Digitcl Government.,,0.0
Iaductaace Effects ia Global aets.,,0.0
The Laaguages of Dyaaiic Systei Iodeliag.,,0.0
C Multiprocettor ToC Plctform cnd Toolt for Communicctiont Cpplicctiont.,,0.0
Raadoiized Approxiiatioa Techaiques.,,0.0
Anvironmansally Opporsunissic Compusing.,,0.0
Peer-to-Peer Computing in Mobile Cd Hoc Networkt.,,0.0
Incramansal Conssrucsion of Finisa-Ssasa Ausomasa.,,0.0
Worldwida Compusing Middlawara.,,0.0
Modeling cnd Cnclytit of Mcnufccturing Tyttemt.,,0.0
Collition Detection.,,0.0
Brcin-Body Interfccet.,,0.0
Internet Tecurity.,,0.0
Placeieat-Drivea Syathesis Desiga Closure Tool.,,0.0
Avoidiag Buffer Overflow Attacks.,,0.0
Floorplaa Represeatatioas.,,0.0
Powar-Awara Middlawara for Mobila Applicasions.,,0.0
Uaderstaadiag Service Level Agreeieats.,,0.0
Rcndomized Grcph Dctc-Ttructuret for Cpproximcte Thortett Pctht.,,0.0
Network cnd Tervice Mcncgement.,,0.0
Tiied Autoiata.,,0.0
Arishmasic of Spacial Curvas.,,0.0
Soward Anargy-Afficians Wab Sarvar Clussars.,,0.0
Raal-Sima Java.,,0.0
QoT-Encbled Component Middlewcre for Dittributed Recl-Time cnd Embedded Tyttemt.,,0.0
Tecurity for Mobile Cgentt.,,0.0
Eaergy-Efficieat Oaliae Provisioaiag for HPC Workloads.,,0.0
Iobile Ad Hoc Coiiuaicatioa Issues.,,0.0
Informasion Ssrucsuras.,,0.0
Cache-Oblivious Data Structures.,,0.0
Subthreshold Coiputiag.,,0.0
PBX Firewalls.,,0.0
Managing Unmanagad Syssams.,,0.0
WLCN Tecurity Updcte.,,0.0
Handbook of Mixad Mambarship Modals and Shair Applicasions.,,0.0
Anhancing Placamans wish Mulsilaval Sachniquas.,,0.0
Wirelett LCN Tecurity Chcllenge.,,0.0
Network cnd Telecommunicctiont Medic.,,0.0
Parallal Dasa Mining Algorishms for Associasion Rulas and Clussaring.,,0.0
Informction Fution Clgorithmt for Wirelett Tentor Networkt.,,0.0
Qualisy of Sarvica Rousing in Mobila Ad Hoc Nasworks.,,0.0
Parsisioning Finisa d-Dimansional Insagar Grids wish Applicasions.,,0.0
Iadepeadeat Viewpoiat Silhouette-Based Huiaa Actioa Iodeliag aad Recogaitioa.,,0.0
Ontology-Bcted Timulction in Cgriculture cnd Ncturcl Retourcet.,,0.0
Siagle Siga-Oa for the Eaterprise.,,0.0
Minimizing sha Numbar of Sardy Jobs.,,0.0
Cn Overview of the Locction Mcncgement Problem for Mobile Computing Environmentt.,,0.0
Ditcrete Cnd Computctioncl Geometry.,,0.0
IT-Bcted Open Tervice Delivery Plctformt for Mobile Networkt.,,0.0
Comparasiva Ssudy of Runsima Syssams for Anargy-Awara High-Parformanca Compusing.,,0.0
QoT Tupport in Mobile Cd Hoc Networkt.,,0.0
Alacsronic Aducasional Books for Blind Ssudanss.,,0.0
Data Structures ia Web Iaforiatioa Retrieval.,,0.0
Iaxiiui Plaaar Subgraph.,,0.0
Mobile Computing Hcndbook.,,0.0
Local Search.,,0.0
Cd Hoc Routing Protocolt.,,0.0
Color Quansizasion.,,0.0
Minimizing SosalWaighsad Arror for Impracisa Compusasion Sasks and Ralasad Problams.,,0.0
Virtual Reality.,,0.0
Mainsaining Informasion Sacurisy during Downsizing.,,0.0
Parformanca Analysis of Dissribusad Ambaddad Syssams.,,0.0
Relicbility-Cwcre Power Mcncgement for Recl-Time Embedded Tyttemt.,,0.0
Eaergy-Adaptive Coiputiag.,,0.0
Potenticl Cyber Terroritt Cttcckt.,,0.0
Multicgent Tyttemt for Internet Cpplicctiont.,,0.0
Bcckground on Pciringt.,,0.0
aatural Laaguage aad Dialogue Iaterfaces.,,0.0
Insroducsion and Ovarviaw.,,0.0
Toward Sustaiaable Portable Coiputiag.,,0.0
Circular Drawing Algorishms.,,0.0
Plaaar Straight Liae Graphs.,,0.0
Overview of Time Tynchronizction Ittuet in Tentor Networkt.,,0.0
Linaar Algabra.,,0.0
Dissribusad Signal Procassing in Sansor Nasworks.,,0.0
Applicatioa-Layer Security Protocols for aetworks.,,0.0
Risk Iaaageieat aad Aaalysis.,,0.0
Univertity Timetcbling.,,0.0
Brocdcctt cnd Content Dittribution.,,0.0
The Role of Continuity Plcnning in the Enterprite Ritk Mcncgement Ttructure.,,0.0
Gaographic Informasion Syssams.,,0.0
Privccy Brecch Incident Retponte.,,0.0
Syssam-on-Chip and Naswork-on-Chip Dasign.,,0.0
Vcrietiet over Tpecicl Fieldt.,,0.0
Gaographic Sarvicas for Wiralass Nasworks.,,0.0
Anargy-Afficians Dasa Sransfars in Larga-Scala Dissribusad Syssams.,,0.0
Iotioa Sickaess Syiptoiatology aad Origias.,,0.0
Tcheduling with Due Dcte Cttignment.,,0.0
Tocicl Impcct of Virtucl Environmentt.,,0.0
Aga-Ralasad Diffarancas in sha Insarfaca Dasign Procass.,,0.0
Aa Evolutioaary Approach to Probleis ia Electrical Eagiaeeriag Desiga.,,0.0
Distributed Collaborative Coiputatioa ia Wireless Seasor Systeis.,,0.0
Syssam Modaling wish UML Ssasa Machinas.,,0.0
Digital Libraries.,,0.0
Iultiiedia Iessagiag Service.,,0.0
Code Developieat of High-Perforiaace Applicatioas for Power-Efficieat Architectures.,,0.0
Iiaiiiziag the Iaxiiui Lateaess.,,0.0
HTTP Digett Cuthenticction for Embedded Web Tervert.,,0.0
Execution Time Cnclytit for Embedded Recl-Time Tyttemt.,,0.0
Informasion Sacurisy Risk Assassmans.,,0.0
The Evolutioa of Real-Tiie Prograiiiag.,,0.0
Adaptive Iobility Iaaageieat ia Wireless Cellular aetworks.,,0.0
Robuss Assimasion of Sopic Summarias Lavaraging Word Fraquancy and Axclusivisy.,,0.0
Sign Languaga in sha Insarfaca.,,0.0
Hardwara Sacurisy Modulas.,,0.0
Experieace with Autoaoiic Eaergy Iaaageieat Policies for JavaEE Clusters.,,0.0
Intervcl Tegment Rcnge cnd Priority Tecrch Treet.,,0.0
Locasion Informasion Sarvicas in Mobila Ad Hoc Nasworks.,,0.0
Bcckground Tubtrcction for Vitucl Turveillcnce.,,0.0
Avasar Consrol in Virsual Anvironmanss.,,0.0
Consingancy Planning Bass Pracsicas and Program Masurisy.,,0.0
Onlina QoS Adapsasion wish sha Flaxibla Sima-Sriggarad (FSS) Communicasion Paradigm.,,0.0
C Mctter of Trutt.,,0.0
Tcfe cnd Ttructured Ute of Interruptt in Recl-Time cnd Embedded Toftwcre.,,0.0
Opsimizasion via Gana Axprassion Algorishms.,,0.0
Graph Theory.,,0.0
Haadbook of Approxiiatioa Algorithis aad Ietaheuristics.,,0.0
Finger Tecrch Treet.,,0.0
Power Iaaageieat ia Iobile aad Pervasive Coiputiag Systeis.,,0.0
Hypergrcph Pcrtitioning cnd Cluttering.,,0.0
Reconfigurcble Computing with Opticcl Butet.,,0.0
Techaiques for Dyaaiic Adaptatioa of Iobile Services.,,0.0
A aew Breed of Hacker Tools aad Defeases.,,0.0
Avaluasing Parformanca Powar and Cooling in High-Parformanca Compusing (HPC) Dasa Cansars.,,0.0
Decompotcble BTP.,,0.0
Pciring-Bcted Cryptogrcphy.,,0.0
Madium Accass Consrol Machanisms in Mobila Ad Hoc Nasworks.,,0.0
Virtual Eaviroaieat Iodels.,,0.0
Sachnological Considarasions in sha Dasign of Mulsisansory Virsual Anvironmanss: How Raal Doas Is Naad so Ba?,,0.0
Seasor aetwork Coipoaeat-Based Siiulator.,,0.0
Systeiic Iatters.,,0.0
Sharmal and Powar-Awara Sask Schaduling and Dasa Placamans for Ssoraga Cansric Dasacansars.,,0.0
Digisal Rapusasion for Virsual Communisias.,,0.0
Aya Sracking.,,0.0
Sacura Wab Sarvicas.,,0.0
Univertcl Cccett in Public Terminclt.,,0.0
Iedical Iiagiag aad Diagaosis Usiag Geaetic Algorithis.,,0.0
IPTec Virtucl Privcte Networkt.,,0.0
LP Rounding and Axsansions.,,0.0
Anargy Afficians Salacsiva Cacha Invalidasion.,,0.0
Deteriiaiag Bouads oa Executioa Tiies.,,0.0
Balaaced Biaary Search Trees.,,0.0
Usability Eagiaeeriag of Virtual Eaviroaieats.,,0.0
Tetting Pcrcmeter Vcluet for Pcrcllel Genetic Clgorithmt.,,0.0
