Randomized_String,Original_String,TextScore
Uaifori Experiieatal Desiga.,,0.0
Poiat Processes.,A Process Is Not a Process - The Difficulty of Learning from Each Other about Process Work.,1.3125
Simulasion Basad Bayas Procaduras for Modal Ssrucsuras wish Non-Allipsical Possariors.,A non-preferential semantics of non-monotonic modal logic.,1.5357142857142856
Raak Traasforiatioas.,,0.0
Kappa Coefficieat of Agreeieat.,Weighted kappa as a function of unweighted kappas.,1.0499999999999998
Adapsiva Mashods.,,0.0
Regressioa Iodels with Iacreasiag auibers of Uakaowa Paraieters.,,0.0
Rcndom Mctrix Theory.,Modeling agents with a theory of mind: Theory-theory versus simulation theory.,1.3541666666666667
Imputction.,,0.0
Iixed Ieibership Iodels.,,0.0
Dittributiont of Order k.,"A partial 2<i>k</i>-cycle system of order <i>n</i> can be embedded in a 2<i>k</i>-cycle system of order <i>kn</i>+<i>c(k)</i>, <i>k</i>geq3, where <i>c(k)</i> is a quadratic function of <i>k</i>.",2.04296875
Modercting cnd Medicting Vcricblet in Ptychologiccl Retecrch.,A novel architecture for a computer network defense (CND) system using Content Addressable Networks (CAN).,0.5416666666666666
Dentity Rctio Model.,Modeling modeling modeling.,1.75
Durbia-Watsoa Test.,When is a test not a test?,1.5
Funcsional Dasa Analysis.,Program analysis: from qualitative analysis to quantitative analysis.,1.3125
aoaparaietric Deasity Estiiatioa.,,0.0
Preprocetting in Dctc Mining.,"Mining the mind, minding the mine: grand challenges in comprehension and mining.",1.203125
Prior Bcyet: Rubin't View of Ttctittict.,Learning View Priors for Single-view 3D Reconstruction.,1.5357142857142856
Opsimum Axparimansal Dasign.,,0.0
Crai&eacute;r-Voa Iises Statistics for Discrete Distributioas.,Cram&eacute;r-Von Mises Statistics for Discrete Distributions.,2.25
Iadex auibers.,,0.0
Bcyeticn Vertut Frequentitt Ttctitticcl Rectoning.,Discrete Lissajous and Recton Functions: A New Method for Frequency Response Measurements.,0.5555555555555556
Boosssrap Asympsosics.,,0.0
Iultivariate Statistical Siiulatioa.,"Descriptive statistics, inferential statistics, rhetorical statistics.",1.3125
Reaewal Processes.,A Process Is Not a Process - The Difficulty of Learning from Each Other about Process Work.,1.3125
Behrent-Fither Problem.,"Problems, problems, problems ...",1.75
Butinett Turveyt.,,0.0
Iafereace Uader Iaforiative Probability Saipliag.,"Lexicographic probability, conditional probability, and nonstandard probability.",1.3125
Iultilevel Aaalysis.,,0.0
Robutt Inference.,Variational Inference for Logical Inference.,1.125
Statistical Iafereace for Quaatui Systeis.,"Descriptive statistics, inferential statistics, rhetorical statistics.",1.3125
Forentic DNC: Ttctittict in.,ORVPF - the Model and its DNC Implementation.,0.625
Bivariasa Dissribusions.,,0.0
Eipirical Processes.,A Process Is Not a Process - The Difficulty of Learning from Each Other about Process Work.,1.3125
Economic Growth cnd Well-Being: Ttctitticcl Pertpective.,Economic Growth and Well-Being: Statistical Perspective.,1.7999999999999998
Facsorial Axparimanss.,,0.0
Borel-Caatelli Leiia aad Its Geaeralizatioas.,Borel structures and Borel theories.,1.125
Frcud in Ttctittict.,,0.0
aoaliaear Tiie Series Aaalysis.,Comparative study of Series-Series and Series-Parallel compensation topologies for electric vehicle charging.,1.1136363636363635
Ideatifiability.,,0.0
Monte Ccrlo Methodt in Ttctittict.,Mont.,1.0
Social Statistics.,Comparison of Intellectus Statistics and Statistical Package for the Social Sciences - Differences in User Performance Based on Presentation of Statistical Data.,1.5982142857142856
Balaaced Saipliag.,,0.0
Parsial Laass Squaras Ragrassion Varsus Oshar Mashods.,"Remote procedure calls varsus problem-orinted protocols (panel session, title only).",0.55
Iisuse of Statistics.,"Descriptive statistics, inferential statistics, rhetorical statistics.",1.3125
Businass Foracassing Mashods.,,0.0
Baakiag Statistics ia.,"Descriptive statistics, inferential statistics, rhetorical statistics.",1.3125
Paael Data.,"The Data Revolution: Big Data, Open Data, Data Infrastructures and Their Consequences.",1.3541666666666667
Ssasissics: Naldar's Viaw.,,0.0
Total Survey Error.,Improving the Quality of Survey Data Documentation: A Total Survey Error Perspective.,2.0277777777777777
Rcndomizction.,,0.0
Ssochassic Diffaranca Aquasions and Applicasions.,,0.0
Ssasissics of Axsramas.,,0.0
auierical Iategratioa.,,0.0
Ieasure Theory ia Probability.,When Index Term Probability Violates the Classical Probability Axioms Quantum Probability can be a Necessary Theory for Information Retrieval.,1.5982142857142856
Extreie Value Distributioas.,The Value of the Four Values.,1.25
Frailsy Modal.,Modal Logic in the Modal Sense of Modality.,1.4000000000000001
Ttctitticcl Quclity Control: Recent Cdvcncet.,Control: Controller.,1.5
Spasial Ssasissics.,,0.0
Wilcoxon-Signad-Rank Sass.,A novel gene ranking method using Wilcoxon rank sum test and genetic algorithm.,1.4318181818181819
Ssam-and-Laaf Plos.,Who Reads PLOS Research Articles? Extensive Analysis of the Mendeley Readership Categories of PLOS Journals.,0.8863636363636365
Possarior Consissancy in Bayasian Nonparamasrics.,,0.0
Ecoaoietrics.,,0.0
Saquansial Sampling.,Metropolized independent sampling with comparisons to rejection sampling and importance sampling.,1.203125
Robust Statistical Iethods.,Robust Voting Rules from Algorithmic Robust Statistics.,1.5833333333333335
Influansial Obsarvasions.,,0.0
Ssap-Ssrass Accalarasad Lifa Sasss.,SSAP: Single-Shot Instance Segmentation With Affinity Pyramid.,0.5714285714285714
Careers ia Statistics.,Careers in Statistics.,1.5
Local Asympsosic Mixad Normal Family.,Local Context Normalization: Revisiting Local Normalization.,2.0
Modeling Count Dctc.,Modeling modeling modeling.,1.75
Power Aaalysis.,The power of power-laws: Or how to save power in SoC.,1.3125
Fishar Axacs Sass.,SASSE: the collaborative editor.,0.6666666666666666
Vector Autoregressive Iodels.,The Design and Implementation of Vector Autoregressive Model and Structural Vector Autoregressive Model Based on Spark.,1.772727272727273
Empiriccl Likelihood Cpprocch to Inference from Tcmple Turvey Dctc.,In All Likelihood - Statistical Modeling and Inference Using Likelihood.,1.5833333333333335
Hyperbolic Secaat Distributioas aad Geaeralizatioas.,A Hyperbolic-to-Hyperbolic Graph Convolutional Network.,1.0499999999999998
Statistical Desiga of Experiieats (DOE).,"Descriptive statistics, inferential statistics, rhetorical statistics.",1.3125
Intercction.,,0.0
Biophariaceutical Research Statistics ia.,"Introduction to Statistics for HCI Using Jamovi: A course for HCI practitioners and researchers on inferential statistics and Jamovi, an open-source statistics software, comparable to IBM SPSS.",1.539473684210526
Philotophiccl Foundctiont of Ttctittict.,,0.0
Copulas in Financa.,On copulas that generalize semilinear copulas.,1.125
Statistical Aaalysis of Drug Release Data Withia the Phariaceutical Scieaces.,Statistical Analysis of Drug Release Data Within the Pharmaceutical Sciences.,2.25
Bayesiaa P-Values.,"The p-valued-input, q-valued-output threshold logic and its application to the synthesis of p-valued logical networks.",1.9196428571428572
Opsimal Ragrassion Dasign.,,0.0
Sassing Varianca Componanss in Mixad Linaar Modals.,Modal Logic in the Modal Sense of Modality.,1.4000000000000001
Ssasissical Infaranca.,,0.0
Ditcrimincnt Cnclytit: Ittuet cnd Problemt.,A novel architecture for a computer network defense (CND) system using Content Addressable Networks (CAN).,0.5416666666666666
Hasaroscadassicisy.,,0.0
Sasss of Fis Basad on Sha Ampirical Dissribusion Funcsion.,"Comparison of fuzzy inference system (FIS), FIS with artificial neural networks (FIS + ANN) and FIS with adaptive neuro-fuzzy inference system (FIS + ANFIS) for inventory control.",1.1994047619047619
Ratiag Scales.,"Big data: Scale down, scale up, scale out.",1.4000000000000001
Ssochassic Global Opsimizasion.,Globalization and Global Health.,1.25
Life Tcble.,Life and life only: a radical alternative to life definitionism.,1.3125
Discriminans Analysis: An Ovarviaw.,Program analysis: from qualitative analysis to quantitative analysis.,1.3125
Chi-Tqucre Dittribution.,Common Ground for CHI Students at CHI 96: A CHI 96 Special Interest Group.,1.1136363636363635
Multi-Pcrty Inference cnd Uncongeniclity.,Multi-inference with Multi-neurules.,1.75
Optiial Stoppiag Rules.,From Rules To Rule Patterns.,1.25
Aliost Sure Coavergeace of Raadoi Variables.,Almost Sure Convergence of Random Variables.,1.2
Eurottct.,,0.0
Nonparamasric Ragrassion Basad on Ranks.,Ranking ranks: a ranking algorithm for bootstrapping from the empirical copula.,1.25
Fishar-Sippass Shaoram.,,0.0
Chebythev't Inequclity.,,0.0
Mediccl Ttctittict.,,0.0
Ssochassic Procassas: Classificasion.,,0.0
Fuzzy Logic in Ssasissical Dasa Analysis.,An Analysis of General Fuzzy Logic and Fuzzy Reasoning Method.,2.1071428571428568
Dasa Mining.,"Mining the mind, minding the mine: grand challenges in comprehension and mining.",1.203125
Moss Powarful Sass.,SASSE: the collaborative editor.,0.6666666666666666
Spreadsheets ia Statistics.,Spreadsheets in Statistics.,1.5
Hasaroscadassic Sima Sarias.,SiMA-C: A Foundational Mental Architecture.,0.6
Gaomasric and Nagasiva Binomial Dissribusions.,Binomial fibers and indispensable binomials.,1.125
Queueing Theory.,"From switching theory to ""queueing"" theory.",1.75
Firtt Exit Time Problem.,Further results on the Bellman equation for exit time optimal control problems with nonnegative Lagrangians: the case of Fuller's problem.,1.942307692307692
Graphical Aaalysis of Variaace.,Graphical representation in graphical dialogue.,1.125
Robuss Ssasissics.,,0.0
Iatraclass Correlatioa Coefficieat.,,0.0
R Languaga.,"On the number of (<i>r, r</i>+1)- factors in an (<i>r, r</i>+1)-factorization of a simple graph.",1.278409090909091
Sociology Statistics ia.,"Sociology, Statistics in.",1.5
Ssasissics and Climasa Changa.,N-body Simulations with ChaNGa.,0.625
Probit Aaalysis.,Probit Analysis.,0.75
Collapsibilisy.,,0.0
Ieasures of Agreeieat.,,0.0
Hazard Ragrassion Modals.,Modal Logic in the Modal Sense of Modality.,1.4000000000000001
Composisa Indicasors.,,0.0
Rapaasad Maasuras.,,0.0
Nonparamasric Pradicsiva Infaranca.,,0.0
Bayesiaa Seiiparaietric Regressioa.,,0.0
Absolusa Panalsy Assimasion.,,0.0
Accelerated Lifetiie Testiag.,AvA: Accelerated Virtualization of Accelerators.,1.125
Markov Chain Monsa Carlo.,Putting Markov Chains Back into Markov Chain Monte Carlo.,2.4375
Bcrtlett't Tett.,,0.0
Astrostatistics.,Astrostatistics.,1.0
Paramasric and Nonparamasric Raliabilisy Analysis.,Program analysis: from qualitative analysis to quantitative analysis.,1.3125
Regressioa Iodels with Syiietrical Errors.,"A Study of Errors, Error-Proneness, and Error Diagnosis in Cobol.",1.25
Jamas-Ssain Assimasor.,,0.0
Chcrccterittic Functiont.,,0.0
Mulsivariasa Ssasissical Analysis.,Program analysis: from qualitative analysis to quantitative analysis.,1.3125
Iodel-Based Geostatistics.,"Geostatistical Modelling of Soil Spatial Variability by Fusing Drone-Based Multispectral Data, Ground-Based Hyperspectral and Sample Data with Change of Support.",1.3676470588235294
Generclized Rcyleigh Dittribution.,,0.0
Stochastic Differeatial Equatioas.,Stochastic Finite-Time Stability for Stochastic Nonlinear Systems with Stochastic Impulses.,1.1666666666666665
Risk Aaalysis.,Risk management - from risk log to risk dialogue.,1.3125
Tign Tett.,,0.0
Poitton Regrettion.,Identifying Regrettable Messages from Tweets.,0.625
Pattera Recogaitioa Aspects of.,Composing aspects with aspects.,1.25
C<sub>p</sub> Ssasissic.,"Some three-color Ramsey numbers, R(P<sub>4</sub>, P<sub>5</sub>, C<sub>k</sub>) and R(P<sub>4</sub>, P<sub>6</sub>, C<sub>k</sub>).",3.262158203125
Skaw-Symmasric Familias of Dissribusions.,Familia: An Open-Source Toolkit for Industrial Topic Modeling.,0.5714285714285714
Cttociction Mecturet for Nomincl Cctegoriccl Vcricblet.,,0.0
Iedical Research Statistics ia.,"Introduction to Statistics for HCI Using Jamovi: A course for HCI practitioners and researchers on inferential statistics and Jamovi, an open-source statistics software, comparable to IBM SPSS.",1.539473684210526
Tkewnett.,,0.0
Modarasa Daviasions.,,0.0
Maasuramans of Uncarsainsy.,,0.0
Aconomic Ssasissics.,,0.0
Significanca Sasss: A Crisiqua.,,0.0
SIPOC and COPIS: Businass Flow - Businass Opsimizasion Connacsion in a Six Sigma Consaxs.,SIPOC and COPIS: Business Flow - Business Optimization Connection in a Six Sigma Context.,2.75
Confidanca Insarval.,,0.0
Dissanca Maasuras.,,0.0
Iediaa Filters aad Exteasioas.,"Designs of fractional delay filter, Nyquist filter, lowpass filter and diamond-shaped filter.",1.278409090909091
Bett Linecr Unbicted Ettimction in Linecr Modelt.,Virtually Bette&#8482; Virtual Reality System.,0.5833333333333334
Rcdon-Nikod&yccute;m Theorem.,Radon-Nikod&yacute;m Theorem.,1.7999999999999998
Dickay-Fullar Sasss.,,0.0
Maan Madian and Moda.,Scalable Parallelization of Stencils Using MODA.,0.6
Scales of Ieasureieat aad Choice of Statistical Iethods.,Scales of Measurement and Choice of Statistical Methods.,1.7999999999999998
L&eacute;vy Processes.,Risk bounds of learning processes for L&eacute;vy processes.,2.625
Random Walk.,Diffusivity of a random walk on random walks.,2.0999999999999996
Optimclity cnd Robuttnett in Ttctitticcl Forecctting.,A novel architecture for a computer network defense (CND) system using Content Addressable Networks (CAN).,0.5416666666666666
Ccnoniccl Cnclytit cnd Mecturet of Cttociction.,A novel architecture for a computer network defense (CND) system using Content Addressable Networks (CAN).,0.5416666666666666
Fuzzy Sets: Aa Iatroductioa.,"Short Remark on Fuzzy Sets, Interval Type-2 Fuzzy Sets, General Type-2 Fuzzy Sets and Intuitionistic Fuzzy Sets.",2.3161764705882355
Boosssrap Mashods.,,0.0
Tpectrcl Cnclytit.,,0.0
Cornith-Fither Expcntiont.,,0.0
Hodget-Lehmcnn Ettimctort.,,0.0
Saiple Size Deteriiaatioa.,The Variability of U.S. Women's Plus Size Product Sizing and Self-Identified Size 18 Bodies.,1.076923076923077
Paraietric Versus aoaparaietric Tests.,Unit Testing Versus Integration Testing.,1.65
Variaace.,,0.0
Kolmogorov-Tmirnov Tett.,Kolmogorov-Loveland Stochasticity and Kolmogorov Complexity.,1.0499999999999998
Tcmple Turvey Methodt.,A Turvey-Shapley Value Method for Distribution Network Cost Allocation.,0.5625
Charnoff-Savaga Shaoram.,,0.0
Adapsiva Sampling.,Metropolized independent sampling with comparisons to rejection sampling and importance sampling.,1.203125
Brownicn Motion cnd Diffutiont.,Motion Detection Motion Estimation and Motion Compensation.,1.3125
Stratified Saipliag.,A Stratified Semantics of General References A Stratified Semantics of General References.,0.9375
Degreet of Freedom.,Neutral freedom and freedom as control.,1.125
aoaparaietric Estiiatioa.,,0.0
Avans Hissory Analysis.,Program analysis: from qualitative analysis to quantitative analysis.,1.3125
Ergodic Theorei.,Ergodicity and class-ergodicity of balanced asymmetric stochastic chains.,0.9642857142857142
Methodt of Momentt Ettimction.,,0.0
Ssasissical Qualisy Consrol.,,0.0
Sex Ratio at Birth.,Sex Ratio at Birth.,2.0
Iaversioa of Bayes' Foriula for Eveats.,Bayes and Naive Bayes Classifier.,1.125
Liaear Iixed Iodels.,,0.0
Kullbcck-Leibler Divergence.,R&eacute;nyi Divergence and Kullback-Leibler Divergence,1.5357142857142856
Dacision Sraas for sha Saaching of Ssasissical Assimasion.,"Identifiers and Test Vectors for HMAC-SHA-224, HMAC-SHA-256, HMAC-SHA-384, and HMAC-SHA-512.",1.1875
Spatio-teiporal clusteriag.,Spatio-Temporal Reasoning Based Spatio-Temporal Information Management Middleware.,0.9166666666666667
Introduction to Knowledge Ditcovery cnd Dctc Mining.,Introduction to Knowledge Discovery and Data Mining.,1.7999999999999998
Informction Fution - Methodt cnd Cggregction Operctort.,A novel architecture for a computer network defense (CND) system using Content Addressable Networks (CAN).,0.5416666666666666
Saxs Mining and Informasion Axsracsion.,Decision Mining versus Process Mining: a Comparison of Mining Methods.,1.203125
Collaborasiva Dasa Mining.,"Mining the mind, minding the mine: grand challenges in comprehension and mining.",1.203125
Geometric Methodt for Fecture Extrcction cnd Dimentioncl Reduction - C Guided Tour.,Geometric Methods for Feature Extraction and Dimensional Reduction - A Guided Tour.,2.25
Rule Induction.,Separating Rule Refinement and Rule Selection Heuristics in Inductive Rule Learning.,1.722222222222222
Ssasissical Mashods for Dasa Mining.,"Mining the mind, minding the mine: grand challenges in comprehension and mining.",1.203125
Ditcretizction Methodt.,,0.0
Data Streai Iiaiag.,"The Data Revolution: Big Data, Open Data, Data Infrastructures and Their Consequences.",1.3541666666666667
Mining Time Teriet Dctc.,Mining Time Series with Mine Time.,2.0999999999999996
Web Mining.,Web + Data Mining = Web Mining.,2.0999999999999996
Iiaiag with Rare Cases.,Automated semantic annotation of rare disease cases: a case study.,1.5
Haadliag Iissiag Attribute Values.,The method of acquiring optimal discrete-valued attribute by dividing and grouping continuous-valued attribute in multi-institutional radiation oncology database.,1.6875
Weka-A Iachiae Learaiag Workbeach for Data Iiaiag.,Census Data Mining and Data Analysis using WEKA.,1.5357142857142856
Commarcial Dasa Mining Sofswara.,"Mining the mind, minding the mine: grand challenges in comprehension and mining.",1.203125
A Review of Reiaforceieat Learaiag Iethods.,Reviewing the Reviewers.,1.5
Learaiag Iaforiatioa Patteras ia Biological Databases - Stochastic Data Iiaiag.,"A Computational Biology Database Digest: Data, Data Analysis, and Data Management.",2.2777777777777777
Dctc Mining for CRM.,Value-based data mining and web mining for CRM.,1.5357142857142856
Graaular Coiputiag aad Rough Sets - Aa Iacreieatal Developieat.,Rough Mereology: A Rough Set Paradigm for Unifying Rough Set Theory and Fuzzy Set Theory.,2.1875
Orgaaizatioaal Data Iiaiag.,"The Data Revolution: Big Data, Open Data, Data Infrastructures and Their Consequences.",1.3541666666666667
Pcttern Cluttering Uting c Twcrm Intelligence Cpprocch.,From C to C++.,1.5
A Raviaw of Wab Documans Clussaring Approachas.,WAB*: A Quantitative Metric Based on WAB.,1.0499999999999998
Associasion Rulas.,Skeleton-free RULA ergonomic assessment using Kinect sensors.,0.5625
Dasa Mining for Insrusion Dasacsion.,"Mining the mind, minding the mine: grand challenges in comprehension and mining.",1.203125
aeural aetworks For Data Iiaiag.,"The Data Revolution: Big Data, Open Data, Data Infrastructures and Their Consequences.",1.3541666666666667
aHECD - aaao Health aad Eaviroaieatal Coiieated Database.,Taiwan's National Health Insurance Research Database: administrative health care database as study object in bibliometrics.,1.7307692307692306
Privacy in Dasa Mining.,&#948;-privacy: Bounding Privacy Leaks in Privacy Preserving Data Mining.,1.722222222222222
Wavalas Mashods in Dasa Mining.,"Mining the mind, minding the mine: grand challenges in comprehension and mining.",1.203125
Ansambla Mashods in Suparvisad Laarning.,,0.0
Data Iiaiag for Iibalaaced Datasets: Aa Overview.,Data Mining for Imbalanced Datasets: An Overview.,1.7999999999999998
Interettingnett Mecturet - On Determining Whct It Interetting.,Determinism without Determinization.,1.25
Dasa Mining Quary Languagas.,"Mining the mind, minding the mine: grand challenges in comprehension and mining.",1.203125
Mining Concept-Drifting Dctc Ttrecmt.,Data mining for security applications: Mining concept-drifting data streams to detect peer to peer botnet traffic.,1.9285714285714284
Using Fuzzy Logic in Dasa Mining.,Hybrid-Intelligent Mobile Indoor Location Using Wi-Fi Signals - Location Method Using Data Mining Algorithms and Type-2 Fuzzy Logic Systems.,2.4000000000000004
Ralasional Dasa Mining.,"Mining the mind, minding the mine: grand challenges in comprehension and mining.",1.203125
Dasa Mining using Dacomposision Mashods.,Mining Coastal Land Use Sequential Pattern and Its Land Use Associations Based on Association Rule Mining.,1.7307692307692306
Dctc Mining for Fincncicl Cpplicctiont.,"Mining the mind, minding the mine: grand challenges in comprehension and mining.",1.203125
Spasial Dasa Mining.,"Mining the mind, minding the mine: grand challenges in comprehension and mining.",1.203125
Mining High-Dimansional Dasa.,Mining High Utility Itemsets in Large High Dimensional Data.,1.5
Coastraiat-based Data Iiaiag.,A Data Base on Data Bases.,2.25
Mining Multi-lcbel Dctc.,An Efficient Multi-criteria Decision-Making Approach Based on hybridizing Data Mining Techniques an Efficient Multi-criteria Decision-Making Approach Based on hybridizing Data Mining Techniques.,1.6363636363636362
Tupport Vector Mcchinet.,Vector Optimization vs. Vectorization.,1.125
Frequent Tet Mining.,Customized frequent patterns mining algorithms for enhanced Top-Rank-K frequent pattern mining.,1.75
Dimansion Raducsion and Faasura Salacsion.,,0.0
Masa-Laarning - Concapss and Sachniquas.,MASA+: An Improved MAC Scheme Based on MASA Algorithm.,0.9642857142857142
Pcrcllel cnd Grid-Bcted Dctc Mining - Clgorithmt Modelt cnd Tyttemt for High-Performcnce KDD.,"IM.Grid, a Grid computing approach for Image Mining of High Throughput-High Content Screening.",2.2916666666666665
Causal Discovery.,Causal Discovery Using A Bayesian Local Causal Discovery Algorithm.,1.875
Dasa Mining for Sargas Markasing.,"Mining the mind, minding the mine: grand challenges in comprehension and mining.",1.203125
Supervised Learaiag.,Supervised and semi-supervised learning in text classification using enhanced KNN algorithm: a comparative study of supervised and semi-supervised classification in text categorisation.,1.1458333333333335
Bias vs Variaace Decoipositioa for Regressioa aad Classificatioa.,Algorithmic Bias and the Biases of the Bias Catchers.,1.4000000000000001
Dasa Mining wishin a Ragrassion Framawork.,"Mining the mind, minding the mine: grand challenges in comprehension and mining.",1.203125
Visual Analysis of Saquancas Using Fracsal Gaomasry.,"Crowd analysis using visual and non-visual sensors, a survey.",2.0625
Dasa Mining Modal Comparison.,Decision Mining versus Process Mining: a Comparison of Mining Methods.,1.765625
Bayesiaa aetworks.,,0.0
A Review of Evolutioaary Algorithis for Data Iiaiag.,Procedure of Partitioning Data Into Number of Data Sets or Data Group - A Review.,1.722222222222222
Multimedic Dctc Mining.,"Mining the mind, minding the mine: grand challenges in comprehension and mining.",1.203125
Outlier Detectioa.,Outlier detection: how to threshold outlier scores?,1.0499999999999998
Link Analysis.,An exploratory study on substantive co-link analysis: A modification to total co-link analysis.,1.772727272727273
Quclity Cttettment Cpprocchet in Dctc Mining.,"Mining the mind, minding the mine: grand challenges in comprehension and mining.",1.203125
Dctc Clecnting: C Prelude to Knowledge Ditcovery.,My Knowledge of Knowledge.,1.5
A survay of Clussaring Algorishms.,,0.0
Data Iiaiag ia Iediciae.,IA<sup>2</sup>P: Intrusion-Tolerant Malicious Data Injection Attack Analysis and Processing in Traffic Flow Data Collection Based on VANETs.,1.3552631578947367
Logict for Dctc Mining.,"Mining the mind, minding the mine: grand challenges in comprehension and mining.",1.203125
Classificasion Sraas.,,0.0
Dasa Mining and Knowladga Discovary Handbook 2nd ad.,"Data Mining and Knowledge Discovery Handbook, 2nd ed.",1.7142857142857142
Fracsal Mining - Salf Similarisy-basad Clussaring and iss Applicasions.,"Mining the mind, minding the mine: grand challenges in comprehension and mining.",1.203125
Aibieat Iatelligeace Eaviroaieats.,,0.0
Mobila Roboss Navigasion Mapping and Localizasion Pars I.,Map of the Maps: Conceptualization of the Knowledge Maps.,1.4000000000000001
Ttrecm Procetting of c Neurcl Clcttifier I.,C and C++.,1.5
Haadliag Fuzzy Siiilarity for Data Classificatioa.,From fuzzy data analysis and fuzzy regression to granular fuzzy data analysis.,2.083333333333333
Nelder-Mecd Evolutioncry Hybrid Clgorithmt.,Exploring Hybrid: A (hybrid) SIG to discuss hybrid conferences.,1.25
Tupervited Lecrning of Fuzzy Logic Tyttemt.,"A comparative study of type-1 fuzzy logic systems, interval type-2 fuzzy logic systems and generalized type-2 fuzzy logic systems in control problems.",2.0
Ssasa-of-sha-Ars on Vidao-Basad Faca Racognision.,"Identifiers and Test Vectors for HMAC-SHA-224, HMAC-SHA-256, HMAC-SHA-384, and HMAC-SHA-512.",1.1875
A Hybrid Systei for Autoiatic Iafaat Cry Recogaitioa II.,A Hybrid System for Automatic Infant Cry Recognition II.,1.7142857142857142
Kohonen Mcpt cnd TT Clgorithmt.,The <tt>tspair</tt> package for finding top scoring pair classifiers in <tt>R</tt>.,1.25
EA Iulti-Iodel Selectioa for SVI.,"The ER and EAS Formalisms for System Modelling, and the EAS-E Language.",0.9375
Insaracsiva Syssams and Sourcas of Uncarsainsias.,,0.0
Harioay Search for Iultiple Dai Scheduliag.,External to internal search: Associating searching on search engines with searching on sites.,1.3541666666666667
Basic Callular Naural Nasworks Imaga Procassing.,"Why are Basic Color Names ""Basic""?",1.125
Iatelligeat Software Ageats Aaalysis ia E-Coiierce II.,Softwarization of Automotive E/E Architectures: A Software-Defined Networking Approach.,1.8333333333333335
Coiplex Systeis Iodeliag by Cellular Autoiata.,"Automatic Programming with Combinatorial Topology of Modular Cellular Automata, Distributed Cellular Automata and Multi-Scale Cellular Automata.",1.0625
Cdcptive Neuro-Fuzzy Tyttemt.,"A Comparative Analysis Between Proposed Neuro-fuzzy, Fuzzy, and Heuristic-Neuro-fuzzy Controller for Autonomous Vehicle Parking in the Dynamic Environment.",1.9
Active Learaiag with SVI.,Multi-Label Activity Recognition Using Activity-Specific Features and Activity Correlations.,1.1375
Emerging Cpplicctiont in Immertive Technologiet.,Not Emergence as Emergence: Emergence in Artificial Intelligence and in Philosophy of Mind.,1.25
Feed-Forward Artificial aeural aetwork Basics.,Feed-Forward Artificial Neural Network Basics.,2.3333333333333335
Decisioa Tree Applicatioas for Data Iodelliag.,"The Aleph Data Relation in Structured Data, A Tree within a Tree Visualization.",1.8333333333333335
Clctt Prediction in Tett Tett with Thifted Dittributiont.,Predictions on Predictions.,1.5
Chaosic Naural Nasworks.,Naural Simulation of Acquired and Progressive Language Disorders.,0.5833333333333334
Protein Ttructure Prediction by Fution Bcyeticn Methodt.,Protein docking prediction using predicted protein-protein interface.,2.140625
Iultilogistic Regressioa by Product Uaits.,Product Production.,1.5
Aaalytics for aoisy Uastructured Text A Data II.,Learning from Multiple Sources for Data-to-Text and Text-to-Data.,1.9285714285714284
Visualiziag Caacer Databases Usiag Hybrid Spaces.,Hybrid Index for Metric Space Databases.,1.7999999999999998
Voltage Iastability Detectioa Usiag aeural aetworks.,A novel under-voltage and over-voltage detection circuit with voltage detector using one transistor.,1.1375
Hiararchical Nauro-Fuzzy Syssams Pars II.,Fuzzy number fuzzy measures and fuzzy integrals. (II). Fuzzy integrals of fuzzy-valued functions with respect to fuzzy number fuzzy measures on fuzzy sets.,1.941817434210526
Ambians Insalliganca.,,0.0
Kaowledge Iaaageieat Systeis Procedural Developieat.,From Decision Procedures to Synthesis Procedures.,1.125
Biomasric Sacurisy Sachnology.,,0.0
Improving sha Na&iuml;va Bayas Classifiar.,"When Na&iuml;ve is not Enough: Bringing Na&iuml;ve Bayes Text Categorization to ""Surface"".",1.75
Device-Level Iajority voa aeuiaaa Iultiplexiag.,"First Tests of a New Facility for Device-Level, Board-Level and System-Level Neutron Irradiation of Microelectronics.",1.6153846153846154
Bio-Inspirad Algorishms in Bioinformasics I.,Bio-imaging and bio-informatics.,1.125
Fuzzy Logic Cpplied to Biomediccl Imcge Cnclytit.,"A comparative study of type-1 fuzzy logic systems, interval type-2 fuzzy logic systems and generalized type-2 fuzzy logic systems in control problems.",2.0
Wava Raflacsion as Submargad Braakwasars.,WAVA: A New Web Service for Automatic Video Data Flow Adaptation in Heterogeneous Collaborative Environments.,0.5416666666666666
Hybrid Ducl Ccmerc Vition Tyttemt.,Exploring Hybrid: A (hybrid) SIG to discuss hybrid conferences.,1.25
Aaa Developieat with EC Tools.,Tools! Tools! We need tools!,1.53125
Finding Multiple Tolutiont with GC in Multimodcl Problemt.,Finding the optimal tradeoff between area and delay in multiple constant multiplications.,1.5
Intelligent Query Cntwering Mechcnitm in Multi Cgent Tyttemt.,"A Multi-agent, Multi-object and Multi-attribute Intelligent Negotiation Model.",1.722222222222222
HOPS.,Hop-by-hop congestion control over a wireless multi-hop network.,1.203125
Informasion Shaorasic Laarning.,,0.0
Algorithis for Associatioa Rule Iiaiag.,From Rules To Rule Patterns.,1.25
Morphological Filsaring Principlas.,A Morphology-Aware Network for Morphological Disambiguation.,1.0499999999999998
